Date,StoreID,ProductID,Category,Quantity,UnitPrice,CustomerSegment,TotalSales
2024-05-22,48,1166,Clothing,6,152.73,Regular,916.3799999999999
2020-02-19,21,1001,Electronics,9,167.79,Regular,1510.11
2020-05-25,21,1046,Food,4,82.45,Regular,329.8
2022-07-03,21,1242,Electronics,7,24.68,New,172.76
2024-01-02,44,1344,Clothing,1,159.35,New,159.35
2021-08-03,32,1427,Electronics,1,112.98,VIP,112.98
2024-05-03,5,1488,Food,2,196.06,Regular,392.12
2021-04-27,39,1278,Food,4,160.29,VIP,641.16
2023-06-03,9,1003,Food,6,69.17,New,415.02
2021-11-03,18,1142,Electronics,4,88.56,Regular,354.24
2021-09-22,21,1386,Electronics,6,50.94,New,305.64
2021-10-23,8,1061,Electronics,2,104.84,VIP,209.68
2022-09-14,44,1416,Electronics,9,143.59,VIP,1292.31
2024-03-26,34,1496,Electronics,3,124.44,New,373.32
2021-10-11,10,1294,Clothing,7,71.71,New,501.96999999999997
2022-08-26,41,1225,Clothing,1,165.54,Regular,165.54
2023-01-05,24,1302,Books,8,25.49,Regular,203.92
2021-03-16,40,1170,Clothing,4,32.8,VIP,131.2
2022-07-09,24,1134,Clothing,5,83.81,Regular,419.05
2022-02-08,32,1041,Books,7,141.94,Regular,993.5799999999999
2023-09-05,33,1231,Clothing,3,140.37,New,421.11
2024-12-31,38,1409,Clothing,9,76.47,Regular,688.23
2020-09-19,44,1226,Books,9,140.84,Regular,1267.56
2024-04-26,49,1139,Books,8,16.81,Regular,134.48
2022-09-25,34,1110,Clothing,1,61.55,Regular,61.55
2021-11-30,11,1485,Food,2,140.29,Regular,280.58
2024-05-22,31,1297,Clothing,2,40.89,Regular,81.78
2023-05-26,18,1455,Food,3,46.48,Regular,139.44
2023-01-30,23,1057,Books,2,21.94,Regular,43.88
2023-04-05,22,1430,Clothing,1,76.07,New,76.07
2022-10-02,43,1123,Books,5,165.86,Regular,829.3000000000001
2020-02-05,18,1240,Food,6,168.09,VIP,1008.54
2022-01-13,40,1086,Electronics,7,173.16,VIP,1212.12
2024-10-30,47,1176,Food,7,12.16,New,85.12
2020-12-18,41,1063,Clothing,2,198.73,Regular,397.46
2025-04-06,47,1039,Electronics,7,103.02,Regular,721.14
2020-03-13,39,1138,Books,2,175.18,New,350.36
2023-10-08,20,1469,Clothing,2,181.5,Regular,363.0
2025-03-29,13,1454,Clothing,6,105.33,VIP,631.98
2022-12-29,45,1241,Books,6,14.96,VIP,89.76
2021-12-08,1,1449,Books,8,121.51,New,972.08
2024-12-09,4,1226,Books,5,70.15,Regular,350.75
2022-08-13,24,1443,Clothing,5,45.32,Regular,226.6
2020-06-08,36,1206,Clothing,1,40.59,New,40.59
2024-10-01,36,1164,Electronics,4,114.06,Regular,456.24
2024-05-04,45,1027,Clothing,1,25.37,Regular,25.37
2020-03-07,2,1457,Books,5,165.22,Regular,826.1
2020-02-27,28,1183,Food,8,49.32,Regular,394.56
2020-12-07,26,1198,Electronics,1,112.11,Regular,112.11
2023-02-27,23,1479,Electronics,3,29.46,VIP,88.38
2023-04-10,15,1337,Books,1,172.63,New,172.63
2023-05-17,36,1437,Books,6,139.96,New,839.76
2024-02-03,27,1107,Clothing,1,45.27,Regular,45.27
2024-12-26,6,1444,Food,3,144.57,Regular,433.71
2020-04-25,35,1189,Electronics,5,21.17,Regular,105.85000000000001
2021-10-23,39,1036,Food,5,155.58,Regular,777.9000000000001
2024-01-05,38,1085,Food,2,100.62,Regular,201.24
2025-02-11,35,1155,Food,3,28.44,Regular,85.32000000000001
2022-10-13,36,1169,Clothing,9,112.34,Regular,1011.0600000000001
2020-11-06,10,1284,Clothing,1,44.17,Regular,44.17
2020-07-26,30,1272,Electronics,1,136.19,VIP,136.19
2021-09-24,41,1035,Books,2,143.18,Regular,286.36
2025-10-03,38,1420,Books,8,153.36,Regular,1226.88
2021-10-18,29,1184,Books,6,179.5,Regular,1077.0
2023-11-24,43,1099,Books,4,132.71,Regular,530.84
2025-04-15,39,1237,Food,7,100.89,VIP,706.23
2024-08-06,50,1403,Electronics,6,171.57,VIP,1029.42
2020-08-24,4,1441,Food,9,180.47,VIP,1624.23
2020-12-13,5,1469,Clothing,6,157.44,New,944.64
2021-09-21,4,1122,Clothing,2,188.77,Regular,377.54
2024-03-20,36,1417,Electronics,3,195.99,VIP,587.97
2025-06-26,45,1023,Clothing,9,54.01,Regular,486.09
2023-06-25,16,1375,Food,7,40.82,Regular,285.74
2020-12-29,25,1063,Electronics,6,92.48,New,554.88
2020-10-12,14,1326,Electronics,5,199.4,Regular,997.0
2020-05-28,11,1480,Food,3,22.25,Regular,66.75
2023-01-12,29,1150,Food,4,143.84,Regular,575.36
2021-03-31,34,1195,Clothing,1,170.91,New,170.91
2024-11-01,22,1483,Electronics,5,199.31,Regular,996.55
2022-03-10,14,1080,Clothing,7,125.84,VIP,880.88
2023-03-30,24,1490,Food,2,79.12,Regular,158.24
2022-10-09,39,1315,Food,8,37.47,Regular,299.76
2024-03-03,26,1153,Electronics,6,196.44,Regular,1178.6399999999999
2021-04-25,43,1017,Books,3,185.22,New,555.66
2024-08-13,36,1039,Electronics,2,161.88,New,323.76
2025-12-01,39,1333,Electronics,8,189.04,Regular,1512.32
2024-05-20,16,1348,Clothing,4,16.87,New,67.48
2020-12-06,38,1459,Clothing,7,128.14,VIP,896.9799999999999
2025-07-03,32,1202,Books,7,58.59,Regular,410.13
2025-02-09,6,1423,Electronics,9,154.29,New,1388.61
2022-04-14,34,1280,Clothing,8,23.66,Regular,189.28
2023-04-18,8,1422,Clothing,8,55.45,VIP,443.6
2024-09-21,30,1088,Clothing,7,170.8,Regular,1195.6000000000001
2024-08-16,27,1481,Electronics,5,151.14,Regular,755.6999999999999
2020-11-06,7,1465,Electronics,9,198.44,New,1785.96
2020-09-18,27,1441,Electronics,7,130.58,Regular,914.0600000000001
2023-12-13,25,1300,Clothing,3,64.1,VIP,192.29999999999998
2021-02-09,46,1292,Food,6,111.84,Regular,671.04
2025-12-30,41,1355,Food,3,189.07,New,567.21
2020-12-07,15,1070,Clothing,6,132.09,Regular,792.54
2023-09-01,25,1378,Clothing,8,176.89,VIP,1415.12
2020-08-31,22,1124,Books,9,9.46,New,85.14000000000001
2021-05-04,18,1080,Clothing,2,77.06,New,154.12
2020-01-12,12,1045,Electronics,6,187.38,Regular,1124.28
2021-07-14,23,1476,Food,3,12.66,Regular,37.980000000000004
2020-02-11,45,1233,Food,7,106.22,Regular,743.54
2021-08-16,39,1480,Clothing,4,72.57,New,290.28
2023-12-23,25,1154,Electronics,5,131.01,New,655.05
2024-12-31,10,1395,Electronics,6,36.63,New,219.78000000000003
2024-08-20,30,1180,Books,8,132.39,VIP,1059.12
2020-05-13,10,1409,Electronics,2,198.41,New,396.82
2022-08-05,34,1031,Clothing,4,57.88,Regular,231.52
2020-03-13,46,1085,Electronics,4,94.98,New,379.92
2021-02-02,13,1045,Electronics,6,10.79,Regular,64.74
2023-11-29,29,1371,Electronics,4,89.64,New,358.56
2020-05-09,38,1323,Electronics,5,84.17,VIP,420.85
2024-12-16,41,1332,Electronics,5,115.12,Regular,575.6
2025-06-24,45,1243,Food,8,55.07,Regular,440.56
2020-09-22,9,1040,Clothing,4,69.09,VIP,276.36
2024-04-09,13,1430,Food,6,123.93,Regular,743.58
2025-06-08,37,1182,Electronics,7,182.15,Regular,1275.05
2022-03-03,14,1297,Books,8,50.86,Regular,406.88
2023-08-05,37,1473,Books,9,137.1,VIP,1233.8999999999999
2020-06-12,9,1376,Electronics,8,107.16,Regular,857.28
2020-04-04,8,1081,Books,4,25.4,Regular,101.6
2024-12-10,39,1038,Electronics,4,115.26,Regular,461.04
2023-02-07,40,1356,Food,5,143.22,Regular,716.1
2022-04-01,3,1420,Electronics,3,121.66,Regular,364.98
2020-08-25,47,1467,Clothing,2,25.36,New,50.72
2025-05-14,40,1428,Clothing,2,171.64,VIP,343.28
2022-11-14,33,1057,Clothing,9,13.0,Regular,117.0
2024-08-03,32,1322,Food,8,51.02,Regular,408.16
2022-08-21,7,1465,Clothing,6,125.06,New,750.36
2021-06-20,19,1030,Clothing,9,47.51,VIP,427.59
2024-05-22,34,1495,Books,5,24.85,New,124.25
2025-06-02,14,1266,Books,1,104.82,Regular,104.82
2020-05-07,50,1227,Books,8,145.88,Regular,1167.04
2020-04-01,47,1317,Books,3,85.1,New,255.29999999999998
2021-06-26,46,1447,Electronics,9,141.2,Regular,1270.8
2022-04-25,19,1500,Clothing,1,172.83,Regular,172.83
2024-08-08,26,1292,Electronics,3,191.97,New,575.91
2025-01-25,17,1054,Books,1,50.49,New,50.49
2021-01-24,28,1097,Electronics,1,123.05,Regular,123.05
2025-02-27,19,1449,Clothing,6,57.04,New,342.24
2020-02-12,27,1466,Electronics,4,174.83,Regular,699.32
2020-09-10,48,1004,Electronics,4,178.61,Regular,714.44
2022-12-19,19,1439,Electronics,5,67.82,VIP,339.09999999999997
2024-03-20,33,1310,Food,3,130.84,Regular,392.52
2025-05-07,7,1367,Electronics,2,178.1,Regular,356.2
2021-10-03,29,1091,Clothing,8,104.13,Regular,833.04
2021-11-20,43,1089,Books,7,145.49,New,1018.4300000000001
2023-06-30,5,1320,Food,4,161.17,New,644.68
2025-05-04,30,1375,Electronics,2,175.02,Regular,350.04
2022-12-15,49,1092,Books,9,105.47,Regular,949.23
2024-01-26,43,1150,Food,8,188.66,Regular,1509.28
2021-04-01,8,1234,Electronics,4,127.65,New,510.6
2022-09-09,42,1409,Food,5,34.59,VIP,172.95000000000002
2025-10-31,12,1337,Food,6,124.43,Regular,746.58
2023-01-27,42,1059,Clothing,4,63.2,New,252.8
2020-05-28,13,1185,Electronics,2,77.56,Regular,155.12
2023-09-14,26,1438,Clothing,5,162.73,Regular,813.65
2023-03-25,18,1044,Food,1,194.8,Regular,194.8
2020-07-08,42,1180,Electronics,7,174.62,Regular,1222.3400000000001
2022-06-01,49,1076,Food,9,68.53,New,616.77
2021-02-03,20,1144,Clothing,3,93.46,New,280.38
2021-08-31,16,1101,Clothing,6,196.78,Regular,1180.68
2024-11-30,37,1381,Clothing,9,185.09,VIP,1665.81
2024-06-26,3,1272,Clothing,4,195.51,Regular,782.04
2024-04-24,27,1465,Books,6,89.42,Regular,536.52
2025-11-18,15,1055,Food,3,161.11,VIP,483.33000000000004
2023-10-14,34,1189,Clothing,9,174.89,New,1574.0099999999998
2023-11-04,45,1351,Clothing,7,13.63,Regular,95.41000000000001
2022-03-30,22,1335,Food,7,56.89,VIP,398.23
2022-03-30,40,1077,Books,4,177.28,New,709.12
2021-02-23,23,1296,Food,6,80.8,New,484.79999999999995
2020-05-03,49,1219,Clothing,8,59.33,New,474.64
2021-02-25,4,1277,Books,6,58.17,New,349.02
2024-02-17,41,1066,Food,6,78.2,VIP,469.20000000000005
2024-05-16,23,1136,Electronics,4,52.57,Regular,210.28
2022-02-06,47,1234,Clothing,8,5.66,VIP,45.28
2025-08-06,9,1199,Clothing,8,38.66,Regular,309.28
2025-11-09,24,1266,Food,9,177.1,VIP,1593.8999999999999
2024-03-29,21,1441,Electronics,6,19.75,New,118.5
2024-10-30,41,1388,Clothing,2,85.54,New,171.08
2025-08-06,46,1043,Clothing,4,94.02,Regular,376.08
2021-05-24,16,1361,Electronics,4,156.74,Regular,626.96
2023-04-21,25,1228,Clothing,8,54.26,New,434.08
2021-01-20,26,1227,Food,5,65.38,Regular,326.9
2024-05-16,49,1063,Clothing,4,7.78,Regular,31.12
2022-01-11,45,1171,Clothing,8,181.05,VIP,1448.4
2025-03-26,9,1451,Clothing,3,138.68,New,416.04
2023-12-17,15,1250,Clothing,2,56.26,New,112.52
2022-06-19,39,1338,Clothing,4,178.07,Regular,712.28
2025-10-13,33,1250,Electronics,1,21.88,Regular,21.88
2025-07-02,1,1307,Electronics,1,76.84,Regular,76.84
2020-08-29,5,1238,Books,5,114.9,VIP,574.5
2025-07-13,9,1056,Clothing,1,103.57,Regular,103.57
2020-06-21,44,1171,Food,4,132.71,VIP,530.84
2021-11-02,6,1408,Clothing,8,63.03,Regular,504.24
2020-06-12,28,1480,Electronics,8,152.78,Regular,1222.24
2021-04-09,45,1034,Food,2,84.06,Regular,168.12
2021-05-11,26,1315,Electronics,3,29.43,Regular,88.28999999999999
2021-11-30,28,1130,Books,3,149.38,New,448.14
2021-12-03,40,1130,Electronics,1,182.83,Regular,182.83
2025-04-24,15,1394,Clothing,3,76.06,Regular,228.18
2024-11-26,6,1151,Electronics,8,119.98,New,959.84
2020-07-01,27,1143,Books,6,139.13,New,834.78
2021-09-20,38,1118,Books,5,167.15,VIP,835.75
2024-09-27,4,1204,Electronics,9,43.61,Regular,392.49
2021-06-29,11,1384,Electronics,7,116.15,Regular,813.0500000000001
2024-05-06,21,1235,Electronics,6,149.37,Regular,896.22
2021-09-15,30,1017,Food,5,43.83,New,219.14999999999998
2021-08-16,18,1082,Clothing,5,97.13,VIP,485.65
2022-01-13,35,1014,Clothing,9,95.55,VIP,859.9499999999999
2024-11-03,3,1081,Electronics,6,168.67,VIP,1012.02
2023-12-30,12,1207,Food,4,156.57,New,626.28
2025-05-02,27,1204,Clothing,4,50.23,Regular,200.92
2025-08-30,30,1379,Food,4,50.43,Regular,201.72
2020-04-14,21,1272,Food,6,146.05,Regular,876.3000000000001
2020-01-17,38,1032,Electronics,1,149.22,Regular,149.22
2021-01-27,21,1023,Clothing,9,39.89,VIP,359.01
2021-02-28,38,1102,Food,2,85.18,New,170.36
2025-12-16,40,1162,Clothing,2,166.03,Regular,332.06
2021-07-25,15,1098,Electronics,5,20.49,New,102.44999999999999
2025-09-07,18,1144,Food,4,77.91,New,311.64
2023-01-25,29,1418,Books,3,130.69,Regular,392.07
2020-08-29,48,1104,Books,5,155.36,Regular,776.8000000000001
2022-02-27,38,1382,Food,7,132.27,Regular,925.8900000000001
2021-12-15,21,1455,Clothing,2,82.52,VIP,165.04
2022-01-28,17,1417,Clothing,6,198.43,New,1190.58
2022-02-14,41,1324,Electronics,4,13.1,Regular,52.4
2020-03-19,18,1171,Clothing,2,101.48,Regular,202.96
2022-05-05,37,1064,Electronics,1,104.46,VIP,104.46
2023-12-10,38,1244,Electronics,8,51.76,New,414.08
2025-11-04,12,1071,Books,5,113.95,New,569.75
2025-11-18,11,1274,Books,2,47.91,Regular,95.82
2022-10-28,48,1452,Books,8,91.47,New,731.76
2022-04-24,49,1369,Electronics,3,89.17,New,267.51
2020-03-27,20,1125,Books,7,155.76,Regular,1090.32
2025-09-21,9,1383,Electronics,2,188.81,Regular,377.62
2021-02-11,1,1317,Clothing,7,44.55,Regular,311.84999999999997
2024-07-26,3,1331,Food,4,198.35,Regular,793.4
2020-05-27,21,1107,Clothing,1,188.36,VIP,188.36
2020-08-19,23,1148,Books,5,26.97,New,134.85
2025-05-04,9,1395,Clothing,4,182.91,Regular,731.64
2020-12-31,19,1463,Clothing,8,115.09,Regular,920.72
2024-08-01,45,1430,Electronics,1,176.4,VIP,176.4
2021-03-11,46,1192,Books,2,189.4,Regular,378.8
2021-02-02,19,1337,Clothing,5,172.49,Regular,862.45
2023-05-19,23,1226,Food,2,83.56,Regular,167.12
2023-11-15,27,1242,Food,1,129.17,Regular,129.17
2021-07-16,27,1496,Food,6,95.63,VIP,573.78
2023-07-08,39,1460,Clothing,4,76.46,Regular,305.84
2022-02-11,36,1362,Electronics,5,53.89,Regular,269.45
2025-07-30,12,1284,Food,3,91.09,New,273.27
2023-09-05,27,1432,Books,6,162.16,Regular,972.96
2025-12-25,46,1163,Books,4,169.58,Regular,678.32
2024-04-22,34,1008,Electronics,6,191.81,New,1150.8600000000001
2022-09-18,33,1347,Electronics,5,61.67,Regular,308.35
2023-05-31,28,1406,Clothing,2,131.83,VIP,263.66
2020-12-25,31,1377,Food,4,140.29,New,561.16
2022-07-09,32,1152,Clothing,2,42.31,New,84.62
2022-08-20,50,1322,Food,5,76.54,Regular,382.70000000000005
2025-01-01,20,1095,Books,3,71.74,VIP,215.21999999999997
2024-06-01,40,1214,Clothing,6,197.25,New,1183.5
2024-06-28,35,1064,Electronics,5,191.88,Regular,959.4
2020-08-04,31,1065,Books,2,165.24,Regular,330.48
2021-01-12,31,1381,Clothing,8,97.2,Regular,777.6
2020-04-28,38,1270,Clothing,6,56.49,Regular,338.94
2020-07-08,22,1025,Clothing,9,183.61,Regular,1652.4900000000002
2021-01-04,45,1484,Clothing,3,57.27,Regular,171.81
2024-12-06,41,1100,Food,4,106.78,Regular,427.12
2021-10-13,9,1105,Clothing,8,52.79,Regular,422.32
2025-02-25,9,1131,Clothing,7,194.4,Regular,1360.8
2024-02-20,15,1389,Food,8,13.14,VIP,105.12
2022-02-08,13,1321,Electronics,9,39.0,Regular,351.0
2022-02-19,22,1438,Electronics,8,154.18,Regular,1233.44
2024-09-12,16,1019,Food,8,34.53,VIP,276.24
2023-08-04,32,1225,Books,6,195.97,Regular,1175.82
2023-06-03,2,1106,Electronics,2,67.66,New,135.32
2021-06-06,26,1054,Electronics,7,184.14,New,1288.98
2021-06-05,14,1478,Food,4,134.14,Regular,536.56
2022-02-21,38,1460,Food,3,128.65,Regular,385.95000000000005
2022-07-24,34,1394,Clothing,4,183.5,VIP,734.0
2024-08-15,8,1226,Electronics,4,105.09,VIP,420.36
2021-05-02,36,1400,Electronics,3,83.15,VIP,249.45000000000002
2025-01-24,21,1360,Food,9,47.44,New,426.96
2022-04-25,46,1430,Clothing,3,33.18,Regular,99.53999999999999
2025-12-11,43,1413,Books,2,159.39,VIP,318.78
2025-06-26,28,1015,Clothing,1,29.95,Regular,29.95
2024-10-14,46,1048,Food,1,81.83,Regular,81.83
2021-11-16,44,1139,Books,5,84.8,Regular,424.0
2025-11-30,48,1492,Electronics,5,134.58,New,672.9000000000001
2025-12-09,6,1034,Clothing,9,59.31,Regular,533.79
2024-04-16,20,1420,Electronics,4,168.45,Regular,673.8
2023-05-30,31,1414,Clothing,5,45.46,VIP,227.3
2020-02-08,33,1355,Electronics,6,158.88,VIP,953.28
2022-02-18,44,1457,Electronics,7,170.7,Regular,1194.8999999999999
2023-06-10,7,1210,Books,9,42.67,VIP,384.03000000000003
2025-04-11,8,1019,Food,6,162.84,Regular,977.04
2020-10-28,9,1487,Books,1,144.18,Regular,144.18
2021-10-08,2,1196,Clothing,8,175.5,Regular,1404.0
2021-10-24,17,1326,Clothing,2,104.44,VIP,208.88
2024-10-25,45,1115,Electronics,9,50.6,Regular,455.40000000000003
2020-09-12,37,1417,Clothing,7,182.85,New,1279.95
2021-08-20,42,1352,Clothing,7,159.06,VIP,1113.42
2021-10-23,44,1464,Electronics,5,9.09,New,45.45
2020-08-22,17,1075,Food,8,188.19,Regular,1505.52
2023-09-30,38,1150,Electronics,1,189.96,Regular,189.96
2022-02-08,35,1036,Clothing,3,74.28,Regular,222.84
2020-07-31,47,1242,Clothing,9,6.95,Regular,62.550000000000004
2021-04-07,39,1151,Books,1,112.74,Regular,112.74
2020-10-09,30,1063,Electronics,8,183.17,New,1465.36
2024-01-26,6,1154,Clothing,6,29.27,Regular,175.62
2023-12-01,4,1188,Clothing,5,120.15,Regular,600.75
2020-03-28,37,1223,Electronics,6,147.7,VIP,886.1999999999999
2022-12-03,35,1093,Food,5,31.26,VIP,156.3
2021-04-05,9,1005,Electronics,9,105.09,New,945.8100000000001
2024-09-20,6,1438,Electronics,2,22.32,VIP,44.64
2023-10-08,13,1166,Electronics,6,113.83,New,682.98
2021-05-29,22,1446,Books,4,91.21,Regular,364.84
2021-12-03,28,1025,Electronics,3,56.62,New,169.85999999999999
2024-07-11,30,1098,Clothing,5,171.35,New,856.75
2025-08-28,36,1268,Electronics,2,79.45,New,158.9
2020-01-23,2,1150,Electronics,3,141.46,Regular,424.38
2022-11-19,36,1393,Electronics,7,159.18,New,1114.26
2025-01-04,8,1252,Clothing,1,39.83,Regular,39.83
2025-11-25,45,1084,Electronics,2,28.23,VIP,56.46
2023-07-28,42,1285,Electronics,3,6.53,Regular,19.59
2023-02-08,50,1172,Books,7,64.63,Regular,452.40999999999997
2025-12-23,9,1221,Clothing,4,164.11,VIP,656.44
2020-12-27,1,1109,Electronics,8,155.69,New,1245.52
2025-12-16,13,1027,Clothing,8,175.0,VIP,1400.0
2025-03-14,50,1246,Electronics,1,153.32,Regular,153.32
2023-07-08,15,1055,Clothing,5,9.68,Regular,48.4
2021-05-29,32,1465,Clothing,1,80.18,VIP,80.18
2021-03-24,34,1133,Electronics,7,6.16,VIP,43.120000000000005
2025-04-07,43,1052,Electronics,4,12.03,Regular,48.12
2024-02-15,31,1493,Clothing,8,98.32,Regular,786.56
2023-06-01,14,1253,Books,8,75.2,New,601.6
2025-01-29,47,1269,Electronics,9,113.91,Regular,1025.19
2022-05-23,14,1298,Electronics,6,17.9,VIP,107.39999999999999
2023-11-29,48,1399,Clothing,7,119.72,VIP,838.04
2024-10-20,29,1079,Clothing,7,17.68,Regular,123.75999999999999
2022-07-11,47,1018,Electronics,5,87.62,New,438.1
2025-11-29,19,1306,Electronics,7,73.71,New,515.9699999999999
2022-11-02,27,1258,Electronics,9,48.67,VIP,438.03000000000003
2023-11-17,9,1343,Electronics,4,65.83,VIP,263.32
2020-11-09,37,1107,Clothing,2,5.1,VIP,10.2
2025-06-20,37,1397,Electronics,8,68.2,Regular,545.6
2022-11-03,43,1491,Food,7,20.29,Regular,142.03
2024-07-14,28,1452,Books,6,184.65,VIP,1107.9
2024-11-13,24,1047,Food,7,19.49,VIP,136.42999999999998
2022-10-11,28,1246,Clothing,3,190.86,New,572.58
2022-12-29,36,1089,Food,6,100.83,New,604.98
2023-01-29,18,1203,Clothing,7,105.07,VIP,735.49
2021-11-28,25,1434,Books,7,158.68,VIP,1110.76
2025-12-19,35,1240,Food,5,140.6,New,703.0
2023-11-05,4,1490,Food,3,51.23,Regular,153.69
2023-03-01,14,1268,Electronics,2,9.97,New,19.94
2022-11-09,39,1013,Clothing,7,156.8,Regular,1097.6000000000001
2025-04-13,26,1137,Clothing,4,30.3,Regular,121.2
2022-10-10,8,1315,Electronics,2,121.68,Regular,243.36
2020-08-14,24,1173,Clothing,8,188.81,New,1510.48
2025-01-02,16,1230,Clothing,2,112.14,New,224.28
2024-02-01,20,1198,Clothing,6,60.69,Regular,364.14
2022-04-01,15,1491,Books,4,39.87,Regular,159.48
2025-07-16,7,1243,Electronics,9,10.26,Regular,92.34
2022-05-20,17,1043,Electronics,5,126.53,Regular,632.65
2025-09-16,22,1330,Books,4,113.81,New,455.24
2024-11-30,22,1279,Books,8,95.04,Regular,760.32
2020-07-06,12,1079,Clothing,3,42.79,New,128.37
2022-12-16,18,1429,Electronics,9,51.14,New,460.26
2022-07-29,46,1279,Clothing,8,191.91,Regular,1535.28
2021-06-09,47,1232,Electronics,8,8.98,New,71.84
2020-12-01,15,1101,Books,5,75.87,Regular,379.35
2022-12-14,37,1162,Food,1,12.57,VIP,12.57
2020-06-10,16,1144,Electronics,9,42.36,VIP,381.24
2021-08-16,5,1447,Books,2,186.96,Regular,373.92
2025-04-22,2,1109,Food,1,34.16,VIP,34.16
2020-02-29,28,1435,Books,6,122.15,New,732.9000000000001
2025-03-16,41,1233,Books,1,72.65,New,72.65
2021-02-09,27,1111,Electronics,7,128.44,Regular,899.0799999999999
2021-10-25,31,1416,Electronics,7,171.17,Regular,1198.1899999999998
2023-02-06,41,1422,Clothing,1,60.88,Regular,60.88
2023-01-04,36,1232,Books,5,20.33,Regular,101.64999999999999
2021-06-25,47,1440,Books,3,44.82,Regular,134.46
2023-08-30,43,1238,Clothing,2,90.62,Regular,181.24
2022-09-24,1,1197,Electronics,5,105.44,New,527.2
2023-02-14,50,1273,Electronics,5,188.67,VIP,943.3499999999999
2022-05-17,29,1086,Food,2,8.14,Regular,16.28
2025-08-28,1,1295,Clothing,6,152.74,Regular,916.44
2021-03-07,8,1041,Clothing,7,19.14,New,133.98000000000002
2022-01-09,16,1048,Clothing,1,20.19,VIP,20.19
2023-10-05,28,1466,Food,3,132.56,Regular,397.68
2020-07-01,22,1412,Books,4,182.24,Regular,728.96
2025-11-30,18,1077,Clothing,2,61.1,Regular,122.2
2023-04-21,22,1178,Electronics,5,57.51,Regular,287.55
2023-03-15,41,1490,Food,4,125.45,Regular,501.8
2022-04-10,12,1257,Books,2,156.37,VIP,312.74
2024-07-09,19,1117,Clothing,1,174.45,Regular,174.45
2023-02-10,25,1434,Electronics,8,53.69,Regular,429.52
2021-04-20,50,1019,Electronics,2,149.34,New,298.68
2023-08-19,5,1482,Electronics,4,64.91,VIP,259.64
2022-08-28,34,1059,Electronics,5,111.24,Regular,556.1999999999999
2022-10-16,39,1196,Clothing,2,42.22,Regular,84.44
2023-02-15,10,1107,Electronics,9,33.47,Regular,301.23
2025-01-10,47,1451,Food,2,187.38,Regular,374.76
2020-06-09,7,1425,Electronics,6,111.7,Regular,670.2
2020-07-16,37,1394,Electronics,7,5.89,Regular,41.23
2023-07-07,47,1284,Clothing,6,159.72,Regular,958.3199999999999
2021-10-21,15,1034,Clothing,4,139.72,Regular,558.88
2024-11-10,42,1295,Electronics,1,68.55,VIP,68.55
2022-12-06,24,1495,Books,2,95.47,Regular,190.94
2025-07-03,26,1251,Electronics,6,92.73,Regular,556.38
2021-02-02,26,1126,Clothing,8,58.58,New,468.64
2024-09-29,46,1339,Clothing,3,196.21,Regular,588.63
2024-05-01,26,1106,Books,7,111.06,VIP,777.4200000000001
2025-10-26,10,1440,Clothing,9,179.97,Regular,1619.73
2025-12-11,17,1180,Clothing,4,119.14,Regular,476.56
2020-03-15,14,1110,Clothing,7,139.59,VIP,977.13
2025-12-24,2,1228,Clothing,7,10.76,Regular,75.32
2021-08-24,48,1121,Food,9,104.8,New,943.1999999999999
2022-04-16,13,1107,Electronics,3,145.65,New,436.95000000000005
2024-03-08,27,1131,Books,1,28.76,Regular,28.76
2021-05-14,9,1023,Electronics,8,137.27,Regular,1098.16
2024-05-15,7,1145,Books,4,21.43,Regular,85.72
2020-05-17,48,1327,Clothing,2,162.37,Regular,324.74
2025-09-28,10,1154,Books,5,195.67,VIP,978.3499999999999
2024-11-29,9,1107,Clothing,4,127.21,VIP,508.84
2022-08-30,22,1146,Electronics,1,20.03,Regular,20.03
2024-06-30,23,1252,Electronics,7,119.42,New,835.94
2025-02-28,7,1494,Books,4,149.47,VIP,597.88
2025-07-21,48,1302,Clothing,8,186.95,Regular,1495.6
2025-03-15,9,1070,Clothing,9,13.86,VIP,124.74
2023-12-20,27,1031,Electronics,8,156.13,Regular,1249.04
2021-06-30,24,1093,Books,1,30.85,New,30.85
2022-07-10,29,1137,Electronics,8,159.16,VIP,1273.28
2021-08-03,17,1374,Electronics,5,178.3,Regular,891.5
2023-10-04,20,1163,Books,1,172.94,VIP,172.94
2025-05-10,7,1081,Books,9,132.31,Regular,1190.79
2025-06-26,43,1316,Electronics,9,102.65,Regular,923.85
2025-09-27,40,1076,Books,7,175.54,Regular,1228.78
2021-12-04,7,1063,Electronics,7,106.22,Regular,743.54
2024-06-13,28,1100,Electronics,1,42.07,New,42.07
2021-09-29,19,1436,Books,9,188.85,Regular,1699.6499999999999
2022-10-06,20,1048,Food,1,77.79,Regular,77.79
2021-10-02,44,1445,Electronics,7,126.75,Regular,887.25
2025-02-04,39,1408,Electronics,9,43.83,New,394.46999999999997
2023-04-20,40,1074,Electronics,9,26.56,New,239.04
2021-11-16,7,1314,Food,5,112.45,VIP,562.25
2025-01-25,6,1192,Books,6,113.15,New,678.9000000000001
2020-07-06,25,1030,Electronics,2,77.1,Regular,154.2
2024-06-07,41,1157,Books,2,65.79,New,131.58
2024-08-14,13,1487,Electronics,9,77.96,Regular,701.64
2022-09-11,39,1266,Food,1,160.05,VIP,160.05
